策略,杠杆,保证金比例,交易数,多单,空单,胜率,全年收益,最终权益,最大回撤,月内最大回撤,PF,平均单笔,平均盈利,平均亏损,最大单笔盈利,最大单笔亏损,最大连亏,强平,样本外交易,样本外收益,样本外回撤,样本外PF,平均持仓小时
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_8x_20%_T3_无固定止盈_96H,8,0.20,37,17,20,43.24%,24.40%,1243.96,21.67%,13.13%,1.28,6.59,68.96,-40.92,177.73,-87.12,5,0,13,-2.76%,21.67%,0.92,58.60
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_8x_10%_T3_无固定止盈_336H,8,0.10,33,15,18,45.45%,10.45%,1104.55,14.31%,6.71%,1.28,3.17,31.88,-20.76,75.76,-36.62,6,0,12,-3.43%,14.31%,0.80,85.01
1H波动压缩突破_R48_Q0.2_S2.2_5x_10%_T2.4_3.0R_96H,5,0.10,37,17,20,40.54%,-0.00%,999.95,6.06%,5.08%,1.00,-0.00,7.74,-5.28,21.91,-11.30,8,0,23,-4.64%,5.57%,0.49,10.91
1H波动压缩突破_R48_Q0.2_S2.2_5x_10%_T2.4_3.0R_168H,5,0.10,37,17,20,40.54%,-0.00%,999.95,6.06%,5.08%,1.00,-0.00,7.74,-5.28,21.91,-11.30,8,0,23,-4.64%,5.57%,0.49,10.91
1H波动压缩突破_R48_Q0.2_S2.2_5x_10%_T2.4_3.0R_336H,5,0.10,37,17,20,40.54%,-0.00%,999.95,6.06%,5.08%,1.00,-0.00,7.74,-5.28,21.91,-11.30,8,0,23,-4.64%,5.57%,0.49,10.91
4H唐奇安趋势_L60_EMA180_ADX22_S2.4_8x_10%_T3_无固定止盈_96H,8,0.10,33,15,18,36.36%,2.08%,1020.76,12.33%,7.79%,1.06,0.63,30.48,-16.43,69.01,-32.37,5,0,13,-2.02%,12.33%,0.89,55.48
4H唐奇安趋势_L60_EMA120_ADX22_S2.4_5x_15%_T3_无固定止盈_168H,5,0.15,32,14,18,46.88%,6.60%,1065.96,14.40%,7.31%,1.20,2.06,26.69,-19.67,67.10,-31.57,6,0,12,-1.65%,14.40%,0.90,68.66
4H唐奇安趋势_L40_EMA120_ADX18_S2.4_5x_10%_T3_3.0R_96H,5,0.10,52,23,29,42.31%,2.69%,1026.93,11.97%,7.71%,1.08,0.52,17.22,-11.73,54.16,-32.23,7,0,19,-1.44%,11.97%,0.91,53.92
1H趋势回踩_EMA34_150_S1.6_5x_10%_T3_3.0R_96H,5,0.10,158,70,88,26.58%,-4.28%,957.18,11.80%,6.01%,0.92,-0.27,11.80,-4.64,32.36,-17.06,11,0,63,1.62%,6.90%,1.07,16.24
1H趋势回踩_EMA34_150_S1.6_5x_10%_T3_3.0R_168H,5,0.10,158,70,88,26.58%,-4.28%,957.18,11.80%,6.01%,0.92,-0.27,11.80,-4.64,32.36,-17.06,11,0,63,1.62%,6.90%,1.07,16.24
1H趋势回踩_EMA34_150_S1.6_5x_10%_T3_3.0R_336H,5,0.10,158,70,88,26.58%,-4.28%,957.18,11.80%,6.01%,0.92,-0.27,11.80,-4.64,32.36,-17.06,11,0,63,1.62%,6.90%,1.07,16.24
4H唐奇安趋势_L20_EMA120_ADX22_S2.4_5x_10%_T3_3.0R_96H,5,0.10,49,22,27,42.86%,3.01%,1030.14,12.78%,6.21%,1.08,0.62,18.37,-12.70,54.76,-27.52,5,0,19,-2.21%,12.78%,0.88,52.79
4H唐奇安趋势_L60_EMA120_ADX22_S2.4_5x_10%_T3_无固定止盈_336H,5,0.10,32,14,18,40.62%,-0.87%,991.32,9.81%,4.92%,0.96,-0.27,16.02,-11.42,41.25,-19.72,6,0,12,-2.32%,9.81%,0.79,71.74
4H唐奇安趋势_L40_EMA120_ADX22_S2.4_5x_15%_T3_3.0R_336H,5,0.15,38,17,21,44.74%,14.27%,1142.72,19.00%,6.95%,1.32,3.76,34.96,-21.50,152.21,-62.75,7,0,14,-0.53%,19.00%,0.98,79.55
1H波动压缩突破_R48_Q0.2_S2.2_5x_10%_T3_3.0R_96H,5,0.10,36,17,19,36.11%,-1.39%,986.14,6.11%,5.62%,0.89,-0.38,8.30,-5.29,21.69,-11.07,8,0,22,-4.34%,5.62%,0.54,13.22
1H波动压缩突破_R48_Q0.2_S2.2_5x_10%_T3_3.0R_168H,5,0.10,36,17,19,36.11%,-1.39%,986.14,6.11%,5.62%,0.89,-0.38,8.30,-5.29,21.69,-11.07,8,0,22,-4.34%,5.62%,0.54,13.22
1H波动压缩突破_R48_Q0.2_S2.2_5x_10%_T3_3.0R_336H,5,0.10,36,17,19,36.11%,-1.39%,986.14,6.11%,5.62%,0.89,-0.38,8.30,-5.29,21.69,-11.07,8,0,22,-4.34%,5.62%,0.54,13.22
4H唐奇安趋势_L60_EMA120_ADX22_S2.4_5x_20%_T3_无固定止盈_96H,5,0.20,34,15,19,41.18%,4.79%,1047.93,15.14%,9.67%,1.11,1.41,34.75,-21.93,88.82,-41.48,5,0,13,-1.12%,15.14%,0.95,54.69
4H唐奇安趋势_L60_EMA120_ADX22_S2.4_10x_10%_T3_无固定止盈_96H,10,0.10,34,15,19,41.18%,4.79%,1047.93,15.14%,9.67%,1.11,1.41,34.75,-21.93,88.82,-41.48,5,0,13,-1.12%,15.14%,0.95,54.69
1H波动压缩突破_R48_Q0.2_S2.2_5x_10%_T2.4_无固定止盈_96H,5,0.10,37,17,20,40.54%,-0.44%,995.58,6.35%,5.08%,0.96,-0.12,7.43,-5.27,18.15,-11.28,8,0,23,-4.93%,5.86%,0.46,10.95
1H波动压缩突破_R48_Q0.2_S2.2_5x_10%_T2.4_无固定止盈_168H,5,0.10,37,17,20,40.54%,-0.44%,995.58,6.35%,5.08%,0.96,-0.12,7.43,-5.27,18.15,-11.28,8,0,23,-4.93%,5.86%,0.46,10.95
1H波动压缩突破_R48_Q0.2_S2.2_5x_10%_T2.4_无固定止盈_336H,5,0.10,37,17,20,40.54%,-0.44%,995.58,6.35%,5.08%,0.96,-0.12,7.43,-5.27,18.15,-11.28,8,0,23,-4.93%,5.86%,0.46,10.95
4H唐奇安趋势_L60_EMA120_ADX22_S2.4_8x_10%_T3_无固定止盈_168H,8,0.10,32,14,18,46.88%,6.97%,1069.71,15.30%,7.79%,1.19,2.18,28.57,-21.11,72.15,-33.84,6,0,12,-1.80%,15.30%,0.90,68.66
1H趋势回踩_EMA34_200_S1.6_5x_15%_T2.4_3.0R_96H,5,0.15,171,75,96,28.07%,-11.75%,882.46,24.08%,8.11%,0.84,-0.69,13.13,-6.08,41.93,-19.96,16,0,65,14.09%,7.56%,1.44,14.24
1H趋势回踩_EMA34_200_S1.6_5x_15%_T2.4_3.0R_168H,5,0.15,171,75,96,28.07%,-11.75%,882.46,24.08%,8.11%,0.84,-0.69,13.13,-6.08,41.93,-19.96,16,0,65,14.09%,7.56%,1.44,14.24
1H趋势回踩_EMA34_200_S1.6_5x_15%_T2.4_3.0R_336H,5,0.15,171,75,96,28.07%,-11.75%,882.46,24.08%,8.11%,0.84,-0.69,13.13,-6.08,41.93,-19.96,16,0,65,14.09%,7.56%,1.44,14.24
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5x_20%_T3_3.0R_336H,5,0.20,36,17,19,44.44%,18.89%,1188.94,22.56%,9.22%,1.32,5.25,49.21,-29.92,213.92,-91.42,7,0,13,0.55%,22.56%,1.02,80.62
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_10x_10%_T3_3.0R_336H,10,0.10,36,17,19,44.44%,18.89%,1188.94,22.56%,9.22%,1.32,5.25,49.21,-29.92,213.92,-91.42,7,0,13,0.55%,22.56%,1.02,80.62
1H趋势回踩_EMA34_200_S1.6_5x_15%_T3_3.0R_96H,5,0.15,160,72,88,26.88%,-10.16%,898.43,19.41%,9.25%,0.87,-0.63,15.82,-6.68,43.27,-23.16,12,0,64,8.69%,8.32%,1.25,16.50
1H趋势回踩_EMA34_200_S1.6_5x_15%_T3_3.0R_168H,5,0.15,160,72,88,26.88%,-10.16%,898.43,19.41%,9.25%,0.87,-0.63,15.82,-6.68,43.27,-23.16,12,0,64,8.69%,8.32%,1.25,16.50
1H趋势回踩_EMA34_200_S1.6_5x_15%_T3_3.0R_336H,5,0.15,160,72,88,26.88%,-10.16%,898.43,19.41%,9.25%,0.87,-0.63,15.82,-6.68,43.27,-23.16,12,0,64,8.69%,8.32%,1.25,16.50
4H唐奇安趋势_L60_EMA180_ADX22_S2.4_5x_10%_T3_无固定止盈_336H,5,0.10,31,14,17,38.71%,-1.72%,982.84,9.81%,4.92%,0.92,-0.55,16.57,-11.37,41.07,-19.64,6,0,12,-2.74%,9.81%,0.75,71.84
4H唐奇安趋势_L40_EMA120_ADX22_S2.4_8x_10%_T3_3.0R_336H,8,0.10,38,17,21,44.74%,15.13%,1151.28,20.14%,7.41%,1.31,3.98,37.57,-23.21,164.56,-68.34,7,0,14,-0.65%,20.14%,0.97,79.55
1H趋势回踩_EMA34_200_S1.6_8x_10%_T2.4_3.0R_96H,8,0.10,171,75,96,28.07%,-12.57%,874.28,25.49%,8.63%,0.84,-0.74,13.84,-6.42,44.00,-21.04,16,0,65,15.04%,8.04%,1.43,14.24
1H趋势回踩_EMA34_200_S1.6_8x_10%_T2.4_3.0R_168H,8,0.10,171,75,96,28.07%,-12.57%,874.28,25.49%,8.63%,0.84,-0.74,13.84,-6.42,44.00,-21.04,16,0,65,15.04%,8.04%,1.43,14.24
1H趋势回踩_EMA34_200_S1.6_8x_10%_T2.4_3.0R_336H,8,0.10,171,75,96,28.07%,-12.57%,874.28,25.49%,8.63%,0.84,-0.74,13.84,-6.42,44.00,-21.04,16,0,65,15.04%,8.04%,1.43,14.24
4H唐奇安趋势_L60_EMA180_ADX18_S2.4_5x_10%_T3_3.0R_96H,5,0.10,45,21,24,31.11%,-3.93%,960.72,11.01%,7.19%,0.87,-0.87,19.40,-10.03,50.13,-29.83,6,0,17,-0.36%,11.01%,0.98,51.30
1H趋势回踩_EMA34_200_S1.6_5x_15%_T2.4_无固定止盈_96H,5,0.15,171,75,96,28.07%,-10.78%,892.22,21.51%,7.22%,0.86,-0.63,13.58,-6.17,42.17,-20.39,16,0,65,11.58%,7.56%,1.36,14.90
1H趋势回踩_EMA34_200_S1.6_5x_15%_T2.4_无固定止盈_168H,5,0.15,171,75,96,28.07%,-10.78%,892.22,21.51%,7.22%,0.86,-0.63,13.58,-6.17,42.17,-20.39,16,0,65,11.58%,7.56%,1.36,14.90
1H趋势回踩_EMA34_200_S1.6_5x_15%_T2.4_无固定止盈_336H,5,0.15,171,75,96,28.07%,-10.78%,892.22,21.51%,7.22%,0.86,-0.63,13.58,-6.17,42.17,-20.39,16,0,65,11.58%,7.56%,1.36,14.90
4H唐奇安趋势_L40_EMA120_ADX22_S2.4_10x_15%_T3_无固定止盈_96H,10,0.15,39,17,22,46.15%,23.65%,1236.52,22.01%,12.34%,1.28,6.06,60.51,-40.60,166.85,-81.62,5,0,14,-4.03%,22.01%,0.89,57.66
1H波动压缩突破_R48_Q0.2_S2.2_5x_10%_T3_无固定止盈_96H,5,0.10,36,17,19,36.11%,-2.28%,977.21,6.11%,5.62%,0.81,-0.63,7.56,-5.26,15.93,-11.02,8,0,22,-4.77%,5.62%,0.49,13.33
1H波动压缩突破_R48_Q0.2_S2.2_5x_10%_T3_无固定止盈_168H,5,0.10,36,17,19,36.11%,-2.28%,977.21,6.11%,5.62%,0.81,-0.63,7.56,-5.26,15.93,-11.02,8,0,22,-4.77%,5.62%,0.49,13.33
1H波动压缩突破_R48_Q0.2_S2.2_5x_10%_T3_无固定止盈_336H,5,0.10,36,17,19,36.11%,-2.28%,977.21,6.11%,5.62%,0.81,-0.63,7.56,-5.26,15.93,-11.02,8,0,22,-4.77%,5.62%,0.49,13.33
4H唐奇安趋势_L60_EMA120_ADX22_S2.4_5x_20%_T3_3.0R_168H,5,0.20,35,16,19,42.86%,13.97%,1139.68,23.68%,9.67%,1.25,3.99,47.25,-28.45,200.87,-85.84,7,0,13,2.65%,23.68%,1.08,65.50
4H唐奇安趋势_L60_EMA120_ADX22_S2.4_10x_10%_T3_3.0R_168H,10,0.10,35,16,19,42.86%,13.97%,1139.68,23.68%,9.67%,1.25,3.99,47.25,-28.45,200.87,-85.84,7,0,13,2.65%,23.68%,1.08,65.50
1H趋势回踩_EMA34_200_S1.6_8x_10%_T3_3.0R_96H,8,0.10,160,72,88,26.88%,-10.89%,891.06,20.62%,9.84%,0.87,-0.68,16.71,-7.07,45.50,-24.50,12,0,64,9.23%,8.86%,1.25,16.50
1H趋势回踩_EMA34_200_S1.6_8x_10%_T3_3.0R_168H,8,0.10,160,72,88,26.88%,-10.89%,891.06,20.62%,9.84%,0.87,-0.68,16.71,-7.07,45.50,-24.50,12,0,64,9.23%,8.86%,1.25,16.50
1H趋势回踩_EMA34_200_S1.6_8x_10%_T3_3.0R_336H,8,0.10,160,72,88,26.88%,-10.89%,891.06,20.62%,9.84%,0.87,-0.68,16.71,-7.07,45.50,-24.50,12,0,64,9.23%,8.86%,1.25,16.50
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_8x_15%_T3_无固定止盈_168H,8,0.15,33,15,18,51.52%,24.23%,1242.31,20.79%,9.96%,1.39,7.34,50.65,-38.67,133.73,-65.06,6,0,12,-5.45%,20.79%,0.79,77.31
4H唐奇安趋势_L40_EMA120_ADX22_S2.4_8x_15%_T3_无固定止盈_168H,8,0.15,35,15,20,51.43%,27.60%,1275.99,23.28%,9.96%,1.41,7.89,52.46,-39.31,135.98,-66.15,6,0,13,-4.49%,23.28%,0.84,75.98
1H趋势回踩_EMA34_150_S1.6_5x_10%_T2.4_3.0R_96H,5,0.10,169,73,96,27.22%,-5.36%,946.42,11.61%,4.61%,0.90,-0.32,10.02,-4.18,31.76,-12.23,20,0,64,4.77%,5.10%,1.23,13.98
1H趋势回踩_EMA34_150_S1.6_5x_10%_T2.4_3.0R_168H,5,0.10,169,73,96,27.22%,-5.36%,946.42,11.61%,4.61%,0.90,-0.32,10.02,-4.18,31.76,-12.23,20,0,64,4.77%,5.10%,1.23,13.98
1H趋势回踩_EMA34_150_S1.6_5x_10%_T2.4_3.0R_336H,5,0.10,169,73,96,27.22%,-5.36%,946.42,11.61%,4.61%,0.90,-0.32,10.02,-4.18,31.76,-12.23,20,0,64,4.77%,5.10%,1.23,13.98
1H趋势回踩_EMA34_200_S1.6_8x_10%_T2.4_无固定止盈_96H,8,0.10,171,75,96,28.07%,-11.54%,884.60,22.80%,7.69%,0.86,-0.67,14.33,-6.53,44.28,-21.53,16,0,65,12.34%,8.04%,1.36,14.90
1H趋势回踩_EMA34_200_S1.6_8x_10%_T2.4_无固定止盈_168H,8,0.10,171,75,96,28.07%,-11.54%,884.60,22.80%,7.69%,0.86,-0.67,14.33,-6.53,44.28,-21.53,16,0,65,12.34%,8.04%,1.36,14.90
1H趋势回踩_EMA34_200_S1.6_8x_10%_T2.4_无固定止盈_336H,8,0.10,171,75,96,28.07%,-11.54%,884.60,22.80%,7.69%,0.86,-0.67,14.33,-6.53,44.28,-21.53,16,0,65,12.34%,8.04%,1.36,14.90
4H唐奇安趋势_L40_EMA120_ADX22_S2.4_5x_15%_T3_无固定止盈_336H,5,0.15,35,15,20,45.71%,9.54%,1095.39,15.17%,6.30%,1.26,2.73,29.25,-19.61,70.99,-34.29,6,0,13,-4.47%,15.17%,0.75,83.59
1H趋势回踩_EMA34_200_S1.6_5x_10%_T3_无固定止盈_96H,5,0.10,160,72,88,26.88%,-9.41%,905.90,13.03%,5.77%,0.83,-0.59,10.39,-4.62,41.05,-16.01,12,0,64,1.88%,5.02%,1.08,18.02
1H趋势回踩_EMA34_200_S1.6_5x_10%_T3_无固定止盈_168H,5,0.10,160,72,88,26.88%,-9.41%,905.90,13.03%,5.77%,0.83,-0.59,10.39,-4.62,41.05,-16.01,12,0,64,1.88%,5.02%,1.08,18.02
1H趋势回踩_EMA34_200_S1.6_5x_10%_T3_无固定止盈_336H,5,0.10,160,72,88,26.88%,-9.41%,905.90,13.03%,5.77%,0.83,-0.59,10.39,-4.62,41.05,-16.01,12,0,64,1.88%,5.02%,1.08,18.02
4H唐奇安趋势_L20_EMA180_ADX22_S2.4_5x_15%_T3_3.0R_96H,5,0.15,45,20,25,42.22%,9.51%,1095.05,17.84%,9.22%,1.19,2.11,30.78,-18.84,87.87,-45.72,5,0,18,-2.83%,17.84%,0.89,54.21
4H唐奇安趋势_L40_EMA120_ADX22_S2.4_10x_15%_T3_3.0R_168H,10,0.15,38,17,21,50.00%,43.91%,1439.08,34.78%,13.68%,1.39,11.55,82.80,-59.69,406.79,-186.08,7,0,14,0.52%,34.78%,1.01,72.54
4H唐奇安趋势_L40_EMA120_ADX22_S2.4_8x_20%_T3_无固定止盈_96H,8,0.20,39,17,22,46.15%,25.00%,1250.02,23.34%,13.13%,1.27,6.41,65.31,-44.08,181.71,-89.07,5,0,14,-4.42%,23.34%,0.88,57.66
4H唐奇安趋势_L60_EMA180_ADX22_S2.4_5x_15%_T3_3.0R_168H,5,0.15,34,16,18,41.18%,7.38%,1073.80,18.27%,7.31%,1.18,2.17,34.32,-20.33,142.67,-58.82,7,0,13,-0.28%,18.27%,0.99,65.77
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_10x_15%_T3_3.0R_168H,10,0.15,36,17,19,50.00%,39.26%,1392.64,32.11%,13.68%,1.37,10.91,80.53,-58.72,398.44,-182.26,7,0,13,-0.68%,32.11%,0.99,73.57
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5x_20%_T3_无固定止盈_336H,5,0.20,33,15,18,45.45%,12.76%,1127.61,17.60%,8.35%,1.26,3.87,40.73,-26.85,98.87,-47.94,6,0,12,-4.42%,17.60%,0.79,85.01
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_10x_10%_T3_无固定止盈_336H,10,0.10,33,15,18,45.45%,12.76%,1127.61,17.60%,8.35%,1.26,3.87,40.73,-26.85,98.87,-47.94,6,0,12,-4.42%,17.60%,0.79,85.01
4H唐奇安趋势_L40_EMA120_ADX22_S2.4_5x_10%_T2.4_3.0R_96H,5,0.10,45,19,26,40.00%,-2.38%,976.19,10.17%,3.07%,0.91,-0.53,13.33,-9.77,53.07,-23.93,5,0,16,-4.86%,9.33%,0.57,43.46
4H唐奇安趋势_L40_EMA120_ADX22_S2.4_8x_10%_T3_无固定止盈_336H,8,0.10,35,15,20,45.71%,10.11%,1101.11,16.10%,6.71%,1.25,2.89,31.38,-21.11,76.61,-37.03,6,0,13,-4.80%,16.10%,0.75,83.59
1H趋势回踩_EMA34_200_S1.6_5x_20%_T2.4_3.0R_96H,5,0.20,171,75,96,28.07%,-15.87%,841.34,30.91%,10.70%,0.83,-0.93,16.53,-7.74,51.53,-25.10,16,0,65,18.80%,9.96%,1.42,14.24
1H趋势回踩_EMA34_200_S1.6_5x_20%_T2.4_3.0R_168H,5,0.20,171,75,96,28.07%,-15.87%,841.34,30.91%,10.70%,0.83,-0.93,16.53,-7.74,51.53,-25.10,16,0,65,18.80%,9.96%,1.42,14.24
1H趋势回踩_EMA34_200_S1.6_5x_20%_T2.4_3.0R_336H,5,0.20,171,75,96,28.07%,-15.87%,841.34,30.91%,10.70%,0.83,-0.93,16.53,-7.74,51.53,-25.10,16,0,65,18.80%,9.96%,1.42,14.24
1H趋势回踩_EMA34_200_S1.6_10x_10%_T2.4_3.0R_96H,10,0.10,171,75,96,28.07%,-15.87%,841.34,30.91%,10.70%,0.83,-0.93,16.53,-7.74,51.53,-25.10,16,0,65,18.80%,9.96%,1.42,14.24
1H趋势回踩_EMA34_200_S1.6_10x_10%_T2.4_3.0R_168H,10,0.10,171,75,96,28.07%,-15.87%,841.34,30.91%,10.70%,0.83,-0.93,16.53,-7.74,51.53,-25.10,16,0,65,18.80%,9.96%,1.42,14.24
1H趋势回踩_EMA34_200_S1.6_10x_10%_T2.4_3.0R_336H,10,0.10,171,75,96,28.07%,-15.87%,841.34,30.91%,10.70%,0.83,-0.93,16.53,-7.74,51.53,-25.10,16,0,65,18.80%,9.96%,1.42,14.24
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5x_10%_T2.4_3.0R_96H,5,0.10,43,19,24,37.21%,-3.06%,969.36,9.47%,3.07%,0.88,-0.71,13.82,-9.32,52.52,-23.68,6,0,15,-4.54%,8.62%,0.57,43.23
4H唐奇安趋势_L60_EMA180_ADX22_S2.4_5x_20%_T3_无固定止盈_96H,5,0.20,33,15,18,36.36%,2.26%,1022.60,15.23%,9.67%,1.05,0.68,38.40,-20.87,88.07,-41.13,5,0,13,-2.69%,15.23%,0.88,55.48
4H唐奇安趋势_L60_EMA180_ADX22_S2.4_10x_10%_T3_无固定止盈_96H,10,0.10,33,15,18,36.36%,2.26%,1022.60,15.23%,9.67%,1.05,0.68,38.40,-20.87,88.07,-41.13,5,0,13,-2.69%,15.23%,0.88,55.48
4H唐奇安趋势_L60_EMA120_ADX22_S2.4_8x_15%_T3_无固定止盈_96H,8,0.15,34,15,19,41.18%,5.36%,1053.56,17.94%,11.53%,1.10,1.58,42.07,-26.77,108.91,-51.61,5,0,13,-1.54%,17.94%,0.94,54.69
4H唐奇安趋势_L40_EMA120_ADX22_S2.4_5x_10%_T2.4_无固定止盈_96H,5,0.10,45,19,26,40.00%,-3.23%,967.68,10.17%,3.07%,0.88,-0.72,12.76,-9.71,47.94,-23.72,5,0,16,-4.86%,9.33%,0.57,43.43
4H唐奇安趋势_L40_EMA120_ADX22_S2.4_8x_20%_T3_3.0R_168H,8,0.20,38,17,21,50.00%,46.61%,1466.14,36.66%,14.56%,1.38,12.27,89.95,-65.42,447.38,-207.33,7,0,14,0.23%,36.66%,1.00,72.54
4H唐奇安趋势_L20_EMA180_ADX22_S2.4_8x_10%_T3_3.0R_96H,8,0.10,45,20,25,42.22%,10.04%,1100.39,18.93%,9.81%,1.19,2.23,33.05,-20.29,94.43,-49.47,5,0,18,-3.07%,18.93%,0.89,54.21
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_10x_20%_T3_无固定止盈_96H,10,0.20,37,17,20,43.24%,29.31%,1293.08,26.52%,16.22%,1.26,7.92,89.88,-54.53,239.47,-120.01,5,0,13,-4.04%,26.52%,0.91,58.60
1H趋势回踩_EMA34_150_S1.6_5x_10%_T2.4_无固定止盈_96H,5,0.10,169,73,96,27.22%,-5.76%,942.35,10.32%,4.28%,0.89,-0.34,9.98,-4.20,32.16,-12.26,20,0,64,2.53%,5.10%,1.12,14.65
1H趋势回踩_EMA34_150_S1.6_5x_10%_T2.4_无固定止盈_168H,5,0.10,169,73,96,27.22%,-5.76%,942.35,10.32%,4.28%,0.89,-0.34,9.98,-4.20,32.16,-12.26,20,0,64,2.53%,5.10%,1.12,14.65
1H趋势回踩_EMA34_150_S1.6_5x_10%_T2.4_无固定止盈_336H,5,0.10,169,73,96,27.22%,-5.76%,942.35,10.32%,4.28%,0.89,-0.34,9.98,-4.20,32.16,-12.26,20,0,64,2.53%,5.10%,1.12,14.65
4H唐奇安趋势_L60_EMA180_ADX22_S2.4_8x_10%_T3_3.0R_168H,8,0.10,34,16,18,41.18%,7.75%,1077.54,19.37%,7.79%,1.18,2.28,36.77,-21.86,153.61,-63.80,7,0,13,-0.38%,19.37%,0.98,65.77
4H唐奇安趋势_L20_EMA180_ADX22_S2.4_5x_10%_T3_无固定止盈_96H,5,0.10,43,19,24,39.53%,1.77%,1017.67,12.21%,6.21%,1.06,0.41,18.55,-11.45,43.97,-27.04,5,0,17,-5.82%,12.21%,0.65,54.65
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_8x_15%_T3_3.0R_336H,8,0.15,36,17,19,44.44%,22.08%,1220.81,26.51%,11.02%,1.29,6.13,60.65,-37.48,269.58,-118.45,7,0,13,0.17%,26.51%,1.00,80.62
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_8x_20%_T3_3.0R_168H,8,0.20,36,17,19,50.00%,41.60%,1416.04,33.89%,14.56%,1.36,11.56,87.42,-64.31,437.59,-202.80,7,0,13,-1.03%,33.89%,0.98,73.57
1H趋势回踩_EMA34_200_S1.6_5x_20%_T2.4_无固定止盈_96H,5,0.20,171,75,96,28.07%,-14.63%,853.72,27.80%,9.55%,0.85,-0.86,17.20,-7.90,51.95,-25.83,16,0,65,15.35%,9.96%,1.35,14.90
1H趋势回踩_EMA34_200_S1.6_5x_20%_T2.4_无固定止盈_168H,5,0.20,171,75,96,28.07%,-14.63%,853.72,27.80%,9.55%,0.85,-0.86,17.20,-7.90,51.95,-25.83,16,0,65,15.35%,9.96%,1.35,14.90
1H趋势回踩_EMA34_200_S1.6_5x_20%_T2.4_无固定止盈_336H,5,0.20,171,75,96,28.07%,-14.63%,853.72,27.80%,9.55%,0.85,-0.86,17.20,-7.90,51.95,-25.83,16,0,65,15.35%,9.96%,1.35,14.90
1H趋势回踩_EMA34_200_S1.6_10x_10%_T2.4_无固定止盈_96H,10,0.10,171,75,96,28.07%,-14.63%,853.72,27.80%,9.55%,0.85,-0.86,17.20,-7.90,51.95,-25.83,16,0,65,15.35%,9.96%,1.35,14.90
1H趋势回踩_EMA34_200_S1.6_10x_10%_T2.4_无固定止盈_168H,10,0.10,171,75,96,28.07%,-14.63%,853.72,27.80%,9.55%,0.85,-0.86,17.20,-7.90,51.95,-25.83,16,0,65,15.35%,9.96%,1.35,14.90
1H趋势回踩_EMA34_200_S1.6_10x_10%_T2.4_无固定止盈_336H,10,0.10,171,75,96,28.07%,-14.63%,853.72,27.80%,9.55%,0.85,-0.86,17.20,-7.90,51.95,-25.83,16,0,65,15.35%,9.96%,1.35,14.90
4H唐奇安趋势_L60_EMA120_ADX22_S2.4_5x_20%_T3_无固定止盈_168H,5,0.20,32,14,18,46.88%,8.38%,1083.82,18.80%,9.67%,1.18,2.62,36.22,-27.02,93.09,-43.48,6,0,12,-2.42%,18.80%,0.89,68.66
4H唐奇安趋势_L60_EMA120_ADX22_S2.4_10x_10%_T3_无固定止盈_168H,10,0.10,32,14,18,46.88%,8.38%,1083.82,18.80%,9.67%,1.18,2.62,36.22,-27.02,93.09,-43.48,6,0,12,-2.42%,18.80%,0.89,68.66
4H唐奇安趋势_L60_EMA180_ADX22_S2.4_5x_15%_T3_无固定止盈_168H,5,0.15,31,14,17,45.16%,3.14%,1031.40,14.40%,7.31%,1.09,1.01,25.98,-19.55,66.68,-31.37,6,0,12,-4.24%,14.40%,0.75,69.06
4H唐奇安趋势_L40_EMA180_ADX22_S2.4_5x_10%_T2.4_无固定止盈_96H,5,0.10,43,19,24,37.21%,-3.91%,960.91,9.47%,3.07%,0.84,-0.91,13.19,-9.26,47.44,-23.48,6,0,15,-4.54%,8.62%,0.57,43.19
1H趋势回踩_EMA34_200_S1.6_5x_20%_T3_3.0R_96H,5,0.20,160,72,88,26.88%,-13.90%,861.02,25.33%,12.18%,0.86,-0.87,20.08,-8.57,53.70,-29.60,12,0,64,11.34%,10.97%,1.24,16.50
1H趋势回踩_EMA34_200_S1.6_5x_20%_T3_3.0R_168H,5,0.20,160,72,88,26.88%,-13.90%,861.02,25.33%,12.18%,0.86,-0.87,20.08,-8.57,53.70,-29.60,12,0,64,11.34%,10.97%,1.24,16.50
1H趋势回踩_EMA34_200_S1.6_5x_20%_T3_3.0R_336H,5,0.20,160,72,88,26.88%,-13.90%,861.02,25.33%,12.18%,0.86,-0.87,20.08,-8.57,53.70,-29.60,12,0,64,11.34%,10.97%,1.24,16.50
1H趋势回踩_EMA34_200_S1.6_10x_10%_T3_3.0R_96H,10,0.10,160,72,88,26.88%,-13.90%,861.02,25.33%,12.18%,0.86,-0.87,20.08,-8.57,53.70,-29.60,12,0,64,11.34%,10.97%,1.24,16.50
